PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate,n_moves
CV2B9,2r2k2/5pb1/2r3p1/p7/3p4/3K2P1/PP3P2/2BRR3 w - - 1 27,e1e2 c6c1 d1c1 c8c1,1170,84,95,2942,crushing endgame short,https://lichess.org/2RhBfROB#53,,,4
Q9qqP,8/5r1k/4Q1pp/1p6/5P1P/pP3KP1/P1P1R3/5q2 w - - 5 45,f3g4 h6h5 g4g5 f7f5 e6f5 g6f5 e2e7 h7g8 g5g6 g8f8,1272,82,88,580,advantage endgame veryLong,https://lichess.org/uzv5qo3n#89,,,10
FDxQX,3r4/pb3pk1/1p1rp1p1/2p2nN1/8/2PP4/PP2BPP1/2KR3R b - - 1 20,d8h8 h1h8 g7h8 g5f7,1111,84,89,4123,attraction crushing middlegame short,https://lichess.org/lX40LZpF/black#40,,,4
SV7t2,r1b1k2r/1pqp1pp1/p3p3/2b1n2p/2P1N1n1/4PN1P/PP2BPP1/R1BQ1RK1 w kq - 2 11,e4c5 e5f3 g2f3 c7h2,1024,76,96,1090,clearance kingsideAttack mate mateIn2 opening short,https://lichess.org/RboK4oAu#21,Benoni_Defense Benoni_Defense_Benoni_Gambit_Accepted,,4
4kFCA,5rk1/5b1p/3p2p1/2qP4/3p4/5QP1/1P1R1PBP/6K1 w - - 5 32,f3e4 c5c1 g2f1 c1d2,1060,90,91,687,crushing endgame fork short,https://lichess.org/62vHBYEL#63,,,4
z0SbL,1k2r3/p1pR4/B1P5/8/1P3P1P/P1q2KP1/3R4/8 w - - 3 45,d2d3 c3c6 d7d5 c6a6,1235,75,100,467,advantage endgame fork master short,https://lichess.org/yiGHP7uH#89,,,4
8VILV,1n4k1/pp3p2/7p/2b3p1/8/3bp1P1/PPP3PP/R5KR w - - 0 26,c2d3 e3e2 d3d4 c5d4,1033,82,78,121,advancedPawn discoveredAttack discoveredCheck endgame mate mateIn2 short,https://lichess.org/AyeHX8Wx#51,,,4
M7hPZ,1r3rk1/5pp1/3bpn1p/p2pN3/3P4/2qB1QP1/P4P1P/R4RK1 b - - 1 21,d6e5 d3h7 f6h7 f3c3,1093,90,94,4232,advantage discoveredAttack middlegame short,https://lichess.org/68Oz8i1X/black#42,,,4
axCCT,r3k2r/pp1nbpp1/1qp1p1p1/3p2P1/1nPP1P2/1QN1P2P/PP1B4/R3KB1R w KQkq - 3 14,a2a3 b4d3 f1d3 b6b3,1275,75,79,674,crushing discoveredAttack middlegame short,https://lichess.org/DTULycOx#27,Slav_Defense Slav_Defense_Quiet_Variation,,4
ePCS0,3rr1k1/ppp3b1/4bq1p/8/2B2p2/2PQ4/PP3PPP/R3R1K1 w - - 1 21,c4e6 e8e6 d3d8 f6d8,1084,84,92,156,advantage middlegame short,https://lichess.org/MMRTOMp1#41,,,4
ZTi2X,2q4k/ppB3bp/2p3p1/2P4n/3P4/1QNB1P2/PP3P1K/R4b2 w - - 0 21,b3f7 c8h3 h2g1 h3g2,1182,75,100,538,mate mateIn2 middlegame short,https://lichess.org/e6rB0tLq#41,,,4
rt01G,r3n1k1/2p2pp1/4b2p/pq1pP3/2p2P2/2P1B3/PPB2QPP/R5K1 b - - 3 22,b5b2 c2h7 g8h7 f2b2,1032,93,94,653,crushing discoveredAttack middlegame short,https://lichess.org/Wd3U0Fbc/black#44,,,4
9vYAz,8/p1r5/2PR4/8/P5k1/4Kp2/8/8 b - - 1 46,g4g3 d6g6 g3h4 e3f3,1116,76,97,298,crushing deflection endgame rookEndgame short,https://lichess.org/PAi1Fk6t/black#92,,,4
5dg0i,7r/3k1p2/1b1p1p2/pP1KpP2/P3P2p/2P3PR/4B2P/8 b - - 0 39,h4g3 h3h8 g3g2 h8g8,1003,79,83,387,crushing endgame hangingPiece master short,https://lichess.org/LCJ5Pa57/black#78,,,4
UVk3W,r4r1k/p1R2B1p/1p2pb2/3bN3/5B2/6Q1/Pq3PPP/3R2K1 b - - 0 23,f6e5 f4e5 b2e5 g3e5,1043,75,100,702,fork mate mateIn2 middlegame short,https://lichess.org/BQ45lwYL/black#46,,,4
BI4P8,rk6/1pp2p2/2p2p1p/p2b4/5PB1/2P3K1/r1P3PP/R3R3 b - - 1 22,a2c2 e1e8 b8a7 a1a5,1007,78,96,1233,advantage endgame interference queensideAttack short,https://lichess.org/X1quLHmc/black#44,,,4
08Qm1,8/2pk4/P1r5/8/2N1p1p1/1PP1PnP1/8/R6K w - - 11 48,a6a7 c6h6 h1g2 h6h2 g2f1 h2h1,1123,80,91,8785,crushing endgame exposedKing long,https://lichess.org/8TTtTllA#95,,,6
5ZMVI,r4rk1/1p3ppp/pqp1p1b1/2RnN3/1n1P4/1Q4PP/1P1B1PB1/4R1K1 w - - 1 22,c5d5 b4d5 b3b6 d5b6,1157,77,98,999,advantage master middlegame short,https://lichess.org/Shn3sPah#43,,,4
Pidmw,8/3b4/8/1p1pkPp1/8/2P1KP2/8/5B2 b - - 0 44,e5f5 f1h3 f5e5 h3d7,1263,79,83,152,bishopEndgame crushing endgame short skewer,https://lichess.org/1WFeOAK4/black#88,,,4
r7D9B,6k1/1p4pp/8/1Q1p4/8/7P/P5PK/2q5 b - - 3 29,c1c6 b5c6 b7c6 a2a4 g8f7 a4a5 f7e6 a5a6 e6d7 a6a7,1295,133,86,11,advancedPawn crushing endgame queenEndgame quietMove veryLong,https://lichess.org/P89K9qrh/black#58,,,10
7KUD1,4r3/2p1n2k/1p2R1pp/p2p2P1/3n4/P6N/1PP2P1P/5RK1 w - - 0 26,e6e5 d4f3 g1g2 f3e5,1141,78,79,202,advantage endgame fork short,https://lichess.org/D7aHqXyZ#51,,,4
8kP5s,4r1k1/1pp2p2/1p4pp/3P4/1P4qn/P2Q4/2B2PPP/3R2K1 w - - 5 27,d3g3 g4d1 c2d1 e8e1,1169,75,58,107,endgame kingsideAttack mate mateIn2 sacrifice short,https://lichess.org/x8AhT9YZ#53,,,4
IPSk6,4r1k1/8/2p1pQp1/1p4Rp/p2P4/2P5/5P1K/1q6 b - - 1 42,e8f8 g5g6 b1g6 f6g6,1225,81,93,2932,crushing endgame short,https://lichess.org/ml4iTQkV/black#84,,,4
Sy0o1,1k6/1p6/4p2q/3pP3/pP6/P2P2Q1/4K3/8 b - - 6 40,b8a7 g3e3 h6e3 e2e3,1171,80,95,87,endgame master,https://lichess.org/2xBJ6q5a/black#80,,,4
YCCyG,2r3k1/4rpp1/p7/1p2pPQ1/4q2p/7P/PP4P1/K2R3R b - - 1 27,e7c7 d1d8 c8d8 g5d8 g8h7 d8c7,1129,90,94,339,advantage endgame fork long,https://lichess.org/E6GKS5TR/black#54,,,6
aqzY7,r4rk1/pp3ppp/3b1nb1/q2p4/8/2P1BN1P/PP1NQPP1/2KR3R w - - 3 16,f3h4 a5c3 b2c3 d6a3,1038,90,83,1441,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/N40XpX6J#31,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,,4
tbgfG,6rk/6p1/p5Rp/1p5P/5Q2/5P2/Pq6/7K b - - 1 34,b5b4 g6h6 g7h6 f4h6,1233,75,100,666,endgame mate mateIn2 sacrifice short,https://lichess.org/NVUDvkc8/black#68,,,4
cAO46,3rr1k1/p2q1p1p/1p3Q1p/3p4/8/2P5/PP3PPP/3RR1K1 b - - 0 22,e8e6 e1e6 d7e6 f6d8,1089,84,91,6572,crushing endgame kingsideAttack short,https://lichess.org/QXBVisWm/black#44,,,4
GYa4d,rn2k2r/pbpp1ppp/1p2p3/8/2PPP2q/2P5/P2B2PP/R2QKBNR w KQkq - 1 9,g2g3 h4e4 e1f2 e4h1,1023,105,88,40,crushing fork opening short,https://lichess.org/jBwxj95v#17,Nimzo-Indian_Defense Nimzo-Indian_Defense_Other_variations,,4
3oOKf,r1b3q1/pppnkp2/4pb2/8/3P2r1/2PB1N2/PPQB1PP1/R3R1K1 w - - 3 18,g2g3 g4g3 f2g3 g8g3 g1f1 g3f3,1127,118,76,43,advantage fork long middlegame sacrifice,https://lichess.org/HXlXMcGh#35,French_Defense French_Defense_Two_Knights_Variation,,6
YFRe3,2kr1b1r/pp1npppp/2p2n2/q7/2PP4/2NQBB1P/PP3P2/R4RK1 b - - 6 14,d7e5 d3f5 e7e6 f5e5 a5e5 d4e5,1214,83,89,2864,advantage long middlegame,https://lichess.org/SAwUFwD1/black#28,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,,6
B95mw,2r3k1/5p1p/3p2p1/1Pq1b3/3N4/3Q3P/1B3PP1/3R2K1 w - - 4 33,d1c1 c5c1 b2c1 c8c1,1289,77,90,2091,crushing middlegame short,https://lichess.org/aGOpiJqX#65,,,4
55Dlt,6R1/8/7r/6p1/5p1k/5P2/6K1/8 b - - 7 56,h6d6 g8h8 d6h6 h8h6,1064,140,67,13,endgame mate mateIn2 rookEndgame short,https://lichess.org/n7tewC4C/black#112,,,4
wPtxs,3rqr1k/ppp1b1p1/2n2n1B/4p3/2B1p2N/N1P1Q1P1/PPK2P1P/7R b - - 0 16,g7h6 e3h6 f6h7 h4g6 e8g6 h6g6,1095,80,95,2191,advantage exposedKing fork long middlegame,https://lichess.org/YrxLZUk7/black#32,Nimzowitsch_Defense Nimzowitsch_Defense_Other_variations,,6
p8Rzv,r1bq1rk1/p4ppp/2pPp3/6b1/8/2NB4/PPP2PPP/R2QK2R b KQ - 0 12,d8d6 d3h7 g8h7 d1d6,1296,76,88,1026,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/bp3fnML2/black#24,Sicilian_Defense Sicilian_Defense_Four_Knights_Variation,,4
QLil3,8/5p2/1p1k2p1/5n2/1P3P2/4K3/6BP/8 w - - 2 47,e3f3 f5h4 f3g3 h4g2,1045,79,85,77,crushing endgame short,https://lichess.org/SJpv2c8U#93,,,4
P0ZTQ,r2qk2r/ppp2ppp/3p4/4p3/2Bbn3/P2P1P2/1PP1N2P/R1BQK2R w KQkq - 0 11,e2d4 d8h4 e1f1 h4f2,1111,75,85,217,mate mateIn2 middlegame short,https://lichess.org/lZNnRYbw#21,Vienna_Game Vienna_Game_Stanley_Variation,,4
9IC5k,r1b4r/p1p1bkp1/2pq1n1p/8/2N1p3/2PPB3/PP3PPP/R2QK2R b KQ - 1 12,d6d3 c4e5 f7f8 e5d3,1173,74,94,8370,crushing fork middlegame short,https://lichess.org/RnC1SNEy/black#24,Italian_Game Italian_Game_Giuoco_Pianissimo,,4
AsxhI,4k2r/5pp1/3p1n1p/1Pp1p3/1n2P3/1B1PQN1P/1P3PP1/r3K2R w Kk - 0 20,b3d1 b4c2 e1d2 c2e3,1048,76,100,710,advantage middlegame pin short,https://lichess.org/d3fiWb9a#39,,,4
smQCL,7k/6p1/1r4N1/3R1P2/4p3/r3P1KP/1p6/8 b - - 1 46,h8g8 d5d8 g8f7 d8f8,1294,114,82,60,endgame hookMate mate mateIn2 short,https://lichess.org/yZXiYTC8/black#92,,,4
Fudn9,2k5/2P5/p1K5/8/5ppp/P4P2/6PP/8 w - - 0 53,f3g4 h4h3 g2h3 f4f3,1003,90,94,4065,crushing endgame pawnEndgame short,https://lichess.org/jOckznIq#105,,,4
cgceK,8/8/8/1p4Rp/2p4P/P2kr1K1/1P6/8 w - - 6 48,g3f2 e3e2 f2f3 e2b2,1261,75,63,278,crushing endgame rookEndgame short,https://lichess.org/0lTpkJ0N#95,,,4
sPMrk,5rk1/1q2np2/p1r2Qp1/1p3bPp/8/1BN5/PPP2P1P/2KR3R w - - 4 26,d1d6 c6d6 f6d6 b7h1,1175,76,99,1714,crushing discoveredAttack master middlegame short,https://lichess.org/MZgR72hp#51,,,4
8MNVV,2r5/1bR5/5qk1/QB1p3p/P3n1p1/1p2P3/5PPN/3R2K1 w - - 1 33,c7c8 f6f2 g1h1 e4g3,1247,75,84,181,mate mateIn2 middlegame short,https://lichess.org/yisVO50V#65,,,4
NCTcD,2k3r1/ppp2pq1/2b5/4pR1p/3rN2b/3B3P/PPP1Q1P1/5R1K b - - 15 24,d4e4 d3e4 c6e4 e2e4,1201,75,100,312,advantage middlegame short,https://lichess.org/mGXQUyEg/black#48,,,4
Nxu8C,2k4r/1bp2p2/1b2pq2/pQ1p4/7p/P2B1PP1/4N1KP/1R5R w - - 0 28,g3g4 h4h3 g2f1 f6f3 f1e1 f3h1,1201,81,93,963,crushing deflection fork long middlegame,https://lichess.org/m0O2asBU#55,,,6
ZHngV,r4rk1/5ppp/7q/p7/4Ppb1/1PNP2PP/P2K2Q1/2R3R1 w - - 0 26,h3g4 f4f3 d2c2 f3g2,1000,76,98,3168,advancedPawn crushing discoveredAttack discoveredCheck middlegame short,https://lichess.org/r41uW8E0#51,,,4
8djdX,r3r1k1/pb3p2/1pn1pqpp/8/1P1PN3/P2Q4/5PPP/1BRR2K1 b - - 1 22,f6g7 e4d6 e8d8 d6b7,1266,78,93,1574,crushing fork middlegame short,https://lichess.org/AwwS9WoX/black#44,,,4
Bex6O,r5r1/1ppq1p1k/p1pb1p1p/4p3/2P1P3/2NPQN1b/PP3PP1/R4R1K w - - 0 16,g2h3 d7h3 f3h2 h3g2,1086,76,94,769,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/92z7PFjs#31,Ruy_Lopez Ruy_Lopez_Exchange_Variation,,4
H6LDx,r2qk2r/pp2pp1p/3p2p1/2N5/5P2/4B3/PbP1Q1PP/R4RK1 b kq - 0 13,d6c5 e2b5 d8d7 b5b2,1160,75,88,992,advantage fork middlegame short,https://lichess.org/jdNt9LX4/black#26,Sicilian_Defense Sicilian_Defense_Other_variations,,4
hSvLu,3r4/1p3pp1/p3k2p/3r4/3R2PP/5PK1/8/4R3 b - - 1 31,e6d6 d4d5 d6d5 e1d1 d5c5 d1d8,1056,82,88,813,attraction crushing endgame exposedKing long rookEndgame skewer,https://lichess.org/535DpPi3/black#62,,,6
fBpSJ,2r2r1k/ppq3pp/3bR1p1/3Q4/P7/5N1P/5PP1/3R2K1 b - - 0 28,c8d8 e6d6 d8d6 d5d6 c7d6 d1d6,1182,87,93,119,advantage long middlegame,https://lichess.org/oPqF3rtR/black#56,,,6
sgsBL,r5k1/pp2b1p1/2n2pQn/2pNp2P/8/1P2P2q/PBPP1P2/2KR4 b - - 0 18,e7f8 d5f6 g8h8 g6h7,1214,89,94,8115,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/qkxouJGQ/black#36,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation,,4
s7auV,2kr3r/pp3pp1/2q1p3/2b5/6Q1/1P4P1/PBP2PK1/3R1R2 w - - 1 21,g4f3 h8h2 g2h2 c6f3 d1d8 c8d8,1278,76,69,91,crushing deflection long master middlegame pin,https://lichess.org/Zzmc27if#41,,,6
F6pdz,8/3r1k2/2q3p1/4Rp1p/1R5P/P3Q3/1P3Pb1/6K1 w - - 0 34,b4b6 d7d1 e3e1 d1e1,1028,75,98,580,crushing endgame short,https://lichess.org/J0CNyYut#67,,,4
w8n5e,5r1k/8/1p1Q1b1p/1P1P1p1q/3P2p1/5N2/6PP/3R2K1 b - - 5 31,g4f3 d6f8 h8h7 f8f6 f3f2 g1f2,1067,84,69,53,crushing endgame fork hangingPiece long,https://lichess.org/b9s8BLOK/black#62,,,6
fvml8,3r3k/R4QN1/4p1p1/6qp/8/5P2/5PKP/8 w - - 1 37,g2f1 d8d1 f1e2 g5d2,1162,82,95,708,endgame mate mateIn2 short,https://lichess.org/25fLJNl5#73,,,4
9BKTK,6k1/5pp1/4p2p/2N5/2rq4/7P/2Qp1PP1/3R2K1 w - - 2 37,c5b3 c4c2 b3d4 c2c1 g1f1 c1d1,1137,76,95,633,advantage endgame long pin,https://lichess.org/Px1rXlKv#73,,,6
ejZZ0,1k3r2/1p4pp/R2p4/5R2/1Q1nq3/7P/6P1/7K b - - 0 39,f8f5 b4d6 b8c8 a6a8,1111,76,84,230,endgame mate mateIn2 short,https://lichess.org/VrJ2KIyZ/black#78,,,4
oem5K,r3r1k1/2p1qpbp/p1n2pp1/1p6/1P1P2b1/P3PN2/2QNBPPP/R4RK1 b - - 3 14,c6d4 f3d4 g4e2 d4e2,1213,78,95,8637,crushing hangingPiece middlegame short,https://lichess.org/l3owgjPN/black#28,Trompowsky_Attack Trompowsky_Attack_Other_variations,,4
L7XR1,8/1p4pk/2p4p/1p2p3/1P1p1nPn/P2P1r2/2PB1P1K/4RR2 w - - 6 33,e1e5 f3h3 h2g1 h4f3,1037,81,100,1574,endgame mate mateIn2 short,https://lichess.org/pplUOBEe#65,,,4
ldLzH,8/4r1kp/5pb1/8/5Pn1/1PQ1K2P/P7/8 w - - 0 36,e3f3 e7e3 c3e3 g4e3,1132,77,98,1334,advantage endgame fork short,https://lichess.org/9RSpoyTt#71,,,4
1FAgX,8/8/8/Bp1p1b2/3P1P2/R1p1P3/P1r1k3/K7 w - - 0 43,a5c3 c2c1 a1b2 c1b1,1142,83,93,5292,endgame mate mateIn2 operaMate short,https://lichess.org/tlNgS0Mq#85,,,4
iDYg1,6k1/p4r1p/7K/6P1/2R5/8/8/8 b - - 4 43,a7a5 c4c8 f7f8 c8f8 g8f8 h6h7 f8e7 g5g6,1153,83,93,645,crushing endgame rookEndgame veryLong,https://lichess.org/mPUJl8ok/black#86,,,8
WFluQ,8/1R1k1p2/2rPb1p1/p3B1Pp/4PK1P/1p6/8/8 b - - 1 49,d7c8 d6d7 c8b7 d7d8q,1180,86,85,34,advancedPawn crushing deflection endgame master promotion short,https://lichess.org/UFR5MgXG/black#98,,,4
HHb49,r3r1k1/p3q1pp/2pb1p2/7Q/4N3/2PP4/P2B1PPP/4RK2 b - - 2 21,e7c7 e4f6 g7f6 e1e8 a8e8 h5e8,1183,75,100,542,advantage discoveredAttack kingsideAttack long middlegame,https://lichess.org/1VAYFsY3/black#42,,,6
MZKz7,5qr1/2k2p2/p1pbp3/3p2rQ/3P1N2/1P3RP1/P1P2P2/5RK1 w - - 5 26,h5g5 g8g5 f4e6 f7e6 f3f8 d6f8,1239,80,91,3649,advantage hangingPiece long middlegame,https://lichess.org/uJGSULA3#51,,,6
b1EIQ,8/1k2b3/8/PP2p3/1PK1N1p1/8/8/8 w - - 1 68,e4c5 e7c5 b4c5 g4g3,1024,78,96,1302,crushing endgame master masterVsMaster short,https://lichess.org/GBxT1h4K#135,,,4
ZxDGi,r3r1k1/p1p1qppp/3b1nb1/2p1N3/5B2/2N3Q1/PPP2PPP/R3R1K1 w - - 8 16,e5g6 e7e1 a1e1 e8e1,1208,77,77,94,backRankMate mate mateIn2 middlegame short,https://lichess.org/BsQlIGSW#31,Ruy_Lopez Ruy_Lopez_Berlin_Defense,,4
XE5XG,1b6/5ppk/p5p1/P2Q4/1P1Pp1P1/4Pq1P/5P2/4R1K1 w - - 1 39,d5d8 b8h2 g1h2 f3f2 h2h1 f2e1,1245,75,95,1989,attraction crushing deflection endgame fork long sacrifice,https://lichess.org/Mt6tumgu#77,,,6
6RNYk,2Q1R3/pp4pk/1q3pr1/7p/3N1n2/2P2P2/PP5P/7K b - - 1 30,g6g5 e8h8 h7g6 c8e8,1122,215,82,8,endgame mate mateIn2 short,https://lichess.org/6cgD8QX2/black#60,,,4
nYfyi,2kr2r1/pp3pp1/2p4p/P3p3/3N1q2/3Q3P/1P3PP1/R2R2K1 w - - 0 24,d4e2 d8d3 e2f4 d3d1 a1d1 e5f4,1128,79,94,1186,advantage kingsideAttack long middlegame,https://lichess.org/43u5sHhX#47,,,6
iPi6U,3r1bnr/1kp1p1p1/p1n1q3/5p1p/N6N/P2PB1Pb/1PPQ1P1P/2KR3R b - - 3 18,g8f6 a4c5 b7c8 c5e6,1252,104,100,38,middlegame,https://lichess.org/tzhuqhZP/black#36,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,,4
C3kWb,8/6B1/2P1k1K1/2r2P2/8/6P1/p7/8 b - - 0 49,e6e7 f5f6 e7e6 f6f7 c5c6 f7f8q,1299,75,91,744,advancedPawn crushing endgame long promotion,https://lichess.org/8djw7XJT/black#98,,,6
tBLhn,8/8/pB4p1/3k3p/P1n2P2/3K3P/8/8 w - - 2 47,b6d8 c4b2 d3e3 b2a4,1003,77,87,299,advantage endgame master short,https://lichess.org/Aoyl2qbU#93,,,4
m042I,r5k1/pR4p1/2n1p1p1/3pb3/7q/N5P1/P6P/2B2Q1K b - - 0 21,e5g3 f1f7 g8h8 f7g7,1000,81,94,1586,mate mateIn2 middlegame short,https://lichess.org/8JLFKgxb/black#42,,,4
BMUBb,2kr3r/pp2np2/4p1pp/q1p5/2nP1QPP/P4PB1/1P2N3/1K1R3R b - - 1 21,a5b6 f4b8 c8d7 d4c5,1190,77,95,877,advantage discoveredAttack discoveredCheck master middlegame queensideAttack short,https://lichess.org/N8zHGxiX/black#42,,,4
7oehe,2r1k3/1p3ppp/1P2p3/B3Pb2/2Pn4/3n1B2/6PP/3R1NK1 w - - 10 27,f3b7 d4e2 g1h1 d3f2,1120,77,96,3078,mate mateIn2 middlegame short,https://lichess.org/5XF8CkQG#53,,,4
3kKAe,3k4/3P1rp1/1p6/7K/p1P4P/P7/3R4/8 b - - 0 55,f7d7 d2d7 d8d7 h5g6 d7e7 g6g7,1063,103,47,34,crushing endgame long rookEndgame,https://lichess.org/hafXSKUE/black#110,,,6
8voEw,3r4/1p6/p3R3/4R3/2k5/8/P1P2PPP/6K1 w - - 3 29,e6b6 d8d1 e5e1 d1e1,1168,247,33,4,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/lFRaOnAt#57,,,4
H2UYi,rnbqk2r/pp3ppp/3p1n2/2p1p3/4P3/BPP3P1/P1P2PBP/R2QK1NR w KQkq - 0 8,c3c4 d8a5 d1d2 a5a3,1289,79,93,904,crushing fork opening short,https://lichess.org/3c2wpEQk#15,Vienna_Game Vienna_Game_Other_variations,,4
u1EVh,8/8/1pK5/p7/PP3k1p/7P/8/8 w - - 0 40,c6b6 a5b4 a4a5 b4b3 b6c7 b3b2,1143,98,94,722,advancedPawn crushing endgame long pawnEndgame,https://lichess.org/qU70DuKv#79,,,6
FgOO9,7k/pp5p/1n2qp2/2pp3r/5Q2/2NP2P1/PPP2PK1/R7 w - - 5 24,a1g1 e6h3 g2f3 h5f5 f4f5 h3f5,1187,85,94,13876,advantage endgame long pin,https://lichess.org/IjF8JGvF#47,,,6
Txbwb,3r2k1/pp3ppp/8/7n/6q1/1QP3P1/PP3R1P/6K1 b - - 0 24,h5g3 b3f7 g8h8 f7f8 d8f8 f2f8,1155,76,81,113,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/yU0L36TV/black#48,,,6
9Gt3H,2B3k1/5ppp/p7/1p6/8/QP2q2n/P2N2PP/5RK1 w - - 3 26,g1h1 e3g1 f1g1 h3f2,1222,84,87,3814,endgame mate mateIn2 sacrifice short smotheredMate,https://lichess.org/fy4WGYes#51,,,4
cErjD,6k1/q4p1p/5Q2/1P2p3/4P3/4n1P1/6KP/2N5 w - - 3 35,g2h3 a7d7 f6f5 e3f5,1257,79,93,3878,crushing endgame short,https://lichess.org/Xv05QQaM#69,,,4
KqSlM,1q4k1/p1rr1p2/2R4p/5bp1/QP1b2P1/7P/3BBP2/2R3K1 b - - 0 32,f5e4 c6c7 d7c7 c1c7 b8c7 a4e8,1157,75,87,223,advantage long middlegame,https://lichess.org/VpJfWLr2/black#64,,,6
vxRaJ,8/6k1/p3rp1p/7P/1PbPr3/2P2RPK/3B1R2/8 w - - 5 38,f3f6 e6f6 f2f6 g7f6,1148,80,93,598,advantage endgame short,https://lichess.org/dW7ERMmC#75,,,4
VMjSQ,8/1P6/7p/K7/3n4/6P1/P6k/8 w - - 0 38,b7b8q d4c6 a5b6 c6b8 b6b7 b8d7,1014,77,100,138,crushing defensiveMove endgame fork long,https://lichess.org/vLOw8VxG#75,,,6
1sg2r,8/3n4/1P6/8/2pk3P/1P5K/6P1/4B3 w - - 0 57,b6b7 c4b3 b7b8q d7b8,1110,87,95,203,crushing endgame short,https://lichess.org/SjaPBBBe#113,,,4
Tgqek,3r4/4r1kp/p3Pp2/1p1p1B2/2p3P1/2P2K2/P2R4/8 b - - 4 39,g7h6 d2h2 h6g7 h2h7 g7g8 h7e7,1014,88,89,290,crushing endgame exposedKing long skewer,https://lichess.org/9vlidXLn/black#78,,,6
2ocQu,2r2rk1/p1qb1ppp/1p2pn2/1P1p4/3n4/PN1BPN1P/4QPP1/2R2RK1 w - - 0 18,c1c7 d4e2 d3e2 c8c7,1152,76,94,2532,advantage intermezzo middlegame short,https://lichess.org/oSjgRw9h#35,Indian_Defense Indian_Defense_London_System,,4
4psaU,r1bqk2r/pppn1ppp/4p3/8/1b1Pn3/2NQB3/PPP1N1PP/R3KB1R b KQkq - 3 8,d7f6 d3b5 c8d7 b5b4,1105,83,93,451,advantage fork opening short,https://lichess.org/6c03TmmO/black#16,French_Defense French_Defense_Alapin_Gambit,,4
gBF7s,5b2/3q3k/5Q1p/4pN2/pp2P1P1/1P1r1P1R/1P6/1K6 w - - 0 42,h3h1 d3d1 b1a2 d1h1,1183,102,100,19,crushing endgame short,https://lichess.org/iHJM5SVz#83,,,4
GqwRo,5r2/1Q1n2kp/3p2p1/3Np3/1P2P3/5pPq/5b1P/3RN1RK w - - 0 33,e1d3 f2g1 d1g1 f3f2,1232,88,92,308,advancedPawn advantage middlegame short,https://lichess.org/583luKKy#65,,,4
wWlf1,6r1/1pp4k/1p2r3/4pq1P/1PPpR1p1/P2P4/3Q1PK1/6R1 b - - 1 37,f5h5 g1h1 h5h1 g2h1,1092,85,87,169,advantage endgame pin short,https://lichess.org/jqZ07nvp/black#74,,,4
Ms5oN,5nk1/3qb1r1/2p2p2/rpPp1P2/3P2N1/P1N5/4QP2/R4R1K b - - 0 24,d7f5 g4h6 g8h8 h6f5,1010,78,93,445,crushing fork master middlegame short,https://lichess.org/kgO2FmAL/black#48,,,4
FQOSJ,8/8/8/4bN1p/1kp4P/6P1/2K5/8 w - - 4 56,g3g4 h5g4 f5e3 g4g3,1253,78,86,129,crushing endgame short,https://lichess.org/SQQoLxEZ#111,,,4
27Yca,1k4rr/pp4b1/1q3p2/4pQ2/3p4/2P2P2/PP1B2PP/2R2RK1 w - - 1 23,b2b3 d4c3 d2e3 b6e3,1092,75,85,223,crushing discoveredAttack discoveredCheck kingsideAttack middlegame short,https://lichess.org/zPBRc6uL#45,,,4
Z5WCc,r4rk1/1p3ppp/1q1p1n2/pP3b2/1nP5/1Q2PN2/3P1PPP/RN2KB1R w KQ - 2 14,f1e2 b4c2 b3c2 f5c2,1099,79,86,130,advantage fork middlegame short,https://lichess.org/1QmVxB1o#27,Polish_Opening Polish_Opening_Other_variations,,4
X5AkM,3R3b/3R1n1p/5Pk1/p5P1/8/1rp5/2K5/8 b - - 1 43,b3b5 d8g8 g6f5 d7f7,1161,76,96,340,crushing deflection endgame short,https://lichess.org/teMhEA9I/black#86,,,4
9mRZF,r2qrb2/p4p1k/4p1P1/1p1pP1P1/2p5/2P1P3/PPB2P2/R3K2R b KQ - 0 21,h7g7 h1h7 g7g8 g6f7,1175,87,93,14868,advancedPawn mate mateIn2 middlegame short,https://lichess.org/QUEB67Tj/black#42,,,4
wRuZP,3Q4/p4pkp/8/3P4/7P/3b2P1/P1rq1PB1/5RK1 w - - 3 26,d8g5 d2g5 h4g5 d3f1,1181,79,95,10233,advantage endgame master short,https://lichess.org/i0PFkKUT#51,,,4
LzQIL,3r1k2/5ppp/p5q1/2pBQ3/2Pr4/1P4P1/P6P/4R1K1 b - - 8 30,h7h6 e5e7 f8g8 e7d8,1158,77,96,8022,crushing endgame fork short,https://lichess.org/BfQiw9zU/black#60,,,4
