PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate,n_moves
Mkn1V,2r3k1/7p/1n2R1p1/p5P1/3q4/2p2R2/2P2P2/2QK4 w - - 0 35,f3d3 d4g4 f2f3 g4e6,1246,84,50,44,crushing endgame fork master short,https://lichess.org/rQkS7kCg#69,,,4
bHnx8,Q2b3r/2k2p2/1N3q2/p1p4p/P2r4/1P5P/5P2/R3R2K w - - 3 32,a8a7 c7c6 a7a8 c6b6,1013,95,94,189,advantage middlegame short,https://lichess.org/FzG55irT#63,,,4
qFSKD,6k1/3N1pp1/p6p/1p1Q4/1P1n1q2/P6P/5PP1/6K1 w - - 0 31,d7e5 d4e2 g1f1 e2g3 f1e1 f4c1 d5d1 c1c3,1476,78,92,846,crushing endgame pin veryLong,https://lichess.org/j09Joh4Y#61,,,8
M36Pm,r7/p1p4p/npP3pk/5b2/1PQ2Pq1/4B3/P3P2P/2R2R1K w - - 8 28,c4a6 f5e4 f1f3 e4f3 e2f3 g4f3 h1g1 f3e3,1045,78,80,278,crushing fork middlegame veryLong,https://lichess.org/cKyH6MJc#55,,,8
PqENG,6r1/1b2nk2/pp5Q/4RB1P/8/2P5/PP4P1/3r3K w - - 1 33,h1h2 g8g2 h2h3 d1h1,1151,76,92,188,mate mateIn2 middlegame short,https://lichess.org/O92EslmY#65,,,4
YvAKm,8/p2Q3p/1p4pk/3bqp2/1P1N4/8/P4PPP/6K1 w - - 6 32,d4f3 e5a1 f3e1 a1e1,1188,77,88,452,endgame mate mateIn2 short,https://lichess.org/GKpcpku2#63,,,4
IuKO5,5r2/3q1pkp/R4p2/3p2n1/3Q4/3B4/6PP/7K b - - 3 31,g5e6 d4g4 e6g5 g4d7,1014,87,82,62,crushing endgame short,https://lichess.org/rKudIzUW/black#62,,,4
cqtPE,4r2k/pQb2p1p/5N2/6p1/6b1/2P5/PP2q1PP/6RK b - - 7 26,c7b6 b7f7 e2e7 f7e8 e7e8 f6e8,1429,76,87,500,advantage long middlegame,https://lichess.org/bX3yCtv5/black#52,,,6
I2DWL,8/p5kp/1prB1N2/3b1p2/4p3/1P4P1/P4PK1/7R b - - 0 36,c6d6 f6e8 g7g6 e8d6,1183,79,87,118,crushing endgame fork short,https://lichess.org/QBZ5yTGH/black#72,,,4
TfbTD,8/8/2kNp1K1/n3P2P/8/1p6/8/8 w - - 0 58,h5h6 b3b2 g6g7 b2b1q h6h7 b1g1,1481,148,47,14,advancedPawn crushing endgame knightEndgame long promotion,https://lichess.org/xlsn9OuX#115,,,6
WUi9Q,1k4r1/1p5q/p1p1R3/2Pp4/N7/7P/PP3PP1/4R1K1 b - - 0 30,h7h3 e6e8 h3c8 e8c8,1199,232,0,4,crushing endgame short,https://lichess.org/fYLgcpET/black#60,,,4
WjUy4,r2qk1nr/ppp2pp1/4p2p/2bpP3/5P2/4P2P/PPP1Q1P1/RNB2RK1 b kq - 0 10,g8e7 e2b5 d8d7 b5c5,1274,80,87,824,advantage fork middlegame short,https://lichess.org/AzHGDP6S/black#20,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,,4
ZmRCt,2r5/4nkp1/3Kp2p/4Qp1P/1P1P4/5P2/8/1r6 b - - 0 33,b1b4 e5e6 f7f8 e6e7 f8g8 e7e6 g8h8 e6c8,1422,78,96,3808,crushing endgame fork veryLong,https://lichess.org/xnF5EXJZ/black#66,,,8
yqkuE,8/8/8/PKpk4/8/8/8/8 b - - 0 59,c5c4 a5a6 c4c3 a6a7 c3c2 a7a8q,1128,83,100,81,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/AbD2NjBv/black#118,,,6
ecOsa,4r3/pp3pkp/2p3p1/4n3/8/5P1P/PPPK2P1/4RB2 b - - 0 22,e5c4 f1c4 e8e1 d2e1,1247,77,90,1599,crushing endgame hangingPiece short,https://lichess.org/zSeGwsnb/black#44,,,4
AkJvu,r1q3k1/6r1/p4N2/1p6/2nP1R2/5R2/PP3KPP/8 b - - 2 30,g8h8 f4h4 g7h7 h4h7,1471,77,88,235,arabianMate mate mateIn2 middlegame short,https://lichess.org/ujFcWQ76/black#60,,,4
drcpW,8/8/6pp/p4p1P/3kp3/6P1/2K2P2/8 b - - 0 45,a5a4 h5g6 e4e3 f2e3,1436,80,91,5247,crushing endgame pawnEndgame short,https://lichess.org/oRqmFIeQ/black#90,,,4
J5cmI,8/8/3k2p1/2bBp1p1/2P1P1P1/1r4PK/7N/8 b - - 24 53,c5f2 c4c5 f2c5 d5b3,1063,80,88,300,advantage discoveredAttack endgame master short,https://lichess.org/4gjPAOWF/black#106,,,4
ewliT,3q2k1/R1b2p1p/2p3p1/8/P7/6Q1/5PPP/3r1RK1 w - - 1 31,g3c7 d1f1 g1f1 d8d1,1102,84,100,94,attraction endgame mate mateIn2 short,https://lichess.org/jjBSQbDg#61,,,4
zmrxA,1r3r1k/pp4pp/2p1p3/2qnP3/8/1QP4R/PP1B1PPP/R5K1 w - - 1 21,b3c2 c5f2 g1h1 f2f1 a1f1 f8f1,1021,78,87,107,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/UUwCxT83#41,,,6
SL2gx,5r1k/p7/1p4Q1/8/qP1P4/P3P1P1/6BP/6K1 w - - 0 33,g2e4 a4d1 g1g2 d1f1,1195,75,88,222,endgame mate mateIn2 short,https://lichess.org/V0aPyDaf#65,,,4
XGgBB,5r1k/p5pp/3p4/4b3/P1B1Q3/1P5P/5qP1/6RK w - - 3 38,g1f1 f2f1 c4f1 f8f1,1143,196,41,18,endgame mate mateIn2 pillsburysMate short,https://lichess.org/z6xOBqfB#75,,,4
fowMY,r2qkb1r/ppp2ppp/2n5/3n4/3P2b1/P4N2/1P1N1PPP/R1BQKB1R b KQkq - 4 8,c6d4 d1a4 c7c6 a4d4,1439,79,87,1514,advantage fork opening short,https://lichess.org/XfDvDU4g/black#16,Indian_Defense Indian_Defense_Budapest_Defense,,4
PQjWF,5rk1/p1rp4/1p2p3/6q1/4Q3/3R4/P4PP1/5RK1 b - - 3 25,g5f5 d3g3 g8f7 g3f3,1404,75,87,439,advantage endgame pin short,https://lichess.org/d2QEX6ty/black#50,,,4
4aKwQ,3r2k1/pp3pp1/7p/2p2b2/8/4PqP1/PPQ1NP1P/R3K1R1 w Q - 11 24,c2c4 f5d3 c4d3 d8d3,1211,76,93,1660,advantage middlegame short,https://lichess.org/TuWpKrtu#47,,,4
A8x4H,8/p3r1bk/b5qp/4p3/2p1N2N/7P/PPQ3PK/8 b - - 1 32,g6b6 e4f6 h7h8 c2h7,1326,75,96,4964,discoveredCheck doubleCheck mate mateIn2 middlegame short,https://lichess.org/8U6uAker/black#64,,,4
Kdjmx,1k2r1nr/pp4pp/2p2p2/q4P1N/1bPP2PP/PPn1N3/2QB4/R3K1R1 w Q - 1 30,e1f2 c3e4 f2e2 b4d2,1147,78,88,999,advantage discoveredAttack middlegame short,https://lichess.org/9qgUy8hD#59,,,4
5eVyg,1rr3k1/p5pp/7n/4Qb2/8/7P/P4PP1/R5K1 b - - 0 25,b8b1 a1b1 f5b1 e5e6 g8h8 e6c8,1018,78,99,2539,crushing endgame fork long,https://lichess.org/o7YMVdIc/black#50,,,6
cFuma,1r4k1/p1pr1p2/2pb3p/4p3/4N3/8/PPP2PPP/3RR1K1 b - - 1 18,b8b2 e4f6 g8g7 f6d7,1051,85,74,186,crushing endgame fork short,https://lichess.org/o5VxrfYa/black#36,Ruy_Lopez Ruy_Lopez_Berlin_Defense,,4
4tbbb,2r3k1/p2R1ppp/1p3bqn/2pQN3/P3P3/1B6/5PPP/6K1 b - - 0 25,f6e5 d7d8 c8d8 d5d8,1179,75,96,8198,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Re6NizaQ/black#50,,,4
9DIcZ,r5k1/1p4pp/p2p4/4prB1/P7/8/1PP1NPPK/R7 w - - 0 20,g5h4 f5h5 h2g3 g7g5 h4g5 h5g5,1423,79,93,5469,advantage endgame long pin trappedPiece,https://lichess.org/u66ayOj3#39,,,6
HYzLE,3r2k1/1pQ2ppp/p1n5/8/3P4/2P2N1P/Pq3PP1/4R1K1 b - - 0 24,b2c3 c7d8 c6d8 e1e8,1322,80,91,6769,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/FYxnQQsw/black#48,,,4
lqOk6,8/r7/3k1p1p/2R1p1p1/1K2P1P1/5P2/7P/8 w - - 1 32,c5a5 a7a5 b4a5 d6c5,1433,91,8,35,crushing defensiveMove endgame rookEndgame short,https://lichess.org/c3wUnmGj#63,,,4
sxBtY,8/1p1r1rk1/p1p1Qpp1/P5P1/2P5/8/5PK1/8 b - - 0 38,d7e7 g5f6 f7f6 e6e7,1025,94,93,720,crushing endgame fork queenRookEndgame short,https://lichess.org/bfRK77J8/black#76,,,4
PhqvT,4r3/1kpbbQ1p/p1p5/8/Bq6/3P4/PPP1RPPP/4R1K1 w - - 10 23,e2e7 b4e1 e7e1 e8e1,1324,76,56,175,backRankMate mate mateIn2 middlegame short xRayAttack,https://lichess.org/bX7AsARM#45,,,4
IPsVh,2r2bk1/1p1q1pp1/pQ3nbp/P2p4/3N1B2/1PP1R2P/5PP1/4R1K1 w - - 7 24,f4e5 f8c5 b6f6 g7f6,1486,75,87,2503,advantage master middlegame short trappedPiece,https://lichess.org/B5JO91Bo#47,,,4
mnqZ1,2r1r1k1/p2q1pp1/2pb4/1p3n1p/1P1Pp2P/P1R1P1P1/1BQ2PK1/2R2N2 b - - 0 30,f5h4 g3h4 d7g4 f1g3,1267,75,84,132,crushing hangingPiece master middlegame short,https://lichess.org/KZUNT8Bd/black#60,,,4
a4tDA,2B5/8/2Q3pp/1P1pp3/4kn2/3nNN2/1q3PP1/6K1 w - - 0 48,e3d5 b2f2 g1h2 f2g2,1467,77,92,2867,mate mateIn2 middlegame short,https://lichess.org/XEuggYgk#95,,,4
n0pXI,r3r1k1/2qn1pp1/1n2pb1p/B1P5/3P4/P2b1NN1/4QPPP/1RR3K1 w - - 0 23,c5b6 c7c1 b1c1 d3e2,1429,75,88,729,advantage middlegame short,https://lichess.org/QERHp43B#45,,,4
jvxoR,r4Bk1/pb3ppp/q1p2n2/3p4/8/1p2PP2/2P1N1PP/1K1RQ2R w - - 0 20,f8b4 a6a2 b1c1 a2c2,1240,77,88,115,mate mateIn2 middlegame queensideAttack short,https://lichess.org/z1qGjDk4#39,,,4
Cp3xM,r1r3k1/5ppp/p7/2pNP3/3P1P2/2P2P2/P6P/R5K1 b - - 1 26,c5d4 d5e7 g8f8 e7c8 a8c8 c3d4,1058,77,85,462,advantage endgame fork long,https://lichess.org/0NN3b8K8/black#52,,,6
dy06s,8/8/p1K5/q1Q5/8/P5k1/8/8 b - - 6 53,a5c5 c6c5 g3f4 c5b6 f4e5 b6a6,1128,128,100,13,crushing endgame long,https://lichess.org/JD1xXtyN/black#106,,,6
6yScU,r3k2r/ppqbb1pp/2p2pn1/4p3/4P1n1/2NBBN2/PPPQ1PPP/3RR1K1 b kq - 1 15,e8g8 d3c4 g8h8 d2d7 c7d7 d1d7,1050,85,94,809,crushing discoveredAttack long middlegame,https://lichess.org/E5t6DrUx/black#30,French_Defense French_Defense_Normal_Variation,,6
oAMKx,1r2r1k1/3b1pp1/2p4p/q3p3/4R3/2b3B1/PPQ2PPP/1R3BK1 w - - 0 21,c2c3 a5c3 b2c3 b8b1,1007,87,94,3709,advantage middlegame short,https://lichess.org/l5rBz32a#41,,,4
1Ayec,7k/pQ4pp/2p5/2R5/1P6/P2q3P/3P2P1/2K2r2 w - - 2 31,c1b2 f1b1 b2a2 d3b3,1415,75,97,4123,endgame mate mateIn2 short triangleMate,https://lichess.org/8AycYvwl#61,,,4
Lsl3i,3R4/5p1k/p5pn/1p6/8/P1P1r2P/1P4P1/1B5K w - - 0 35,d8d7 e3e1 h1h2 e1b1,1043,92,85,59,advantage endgame fork short,https://lichess.org/yBC5f2pz#69,,,4
Vvakh,8/p1r3k1/2p1p2p/2bp2p1/6N1/2P3PP/PP4PK/5R2 w - - 0 30,f1f6 h6h5 f6h6 h5g4,1484,75,89,522,advantage endgame short,https://lichess.org/pipffMjj#59,,,4
H3H3z,r1b3r1/ppQ5/4pk2/1N4pp/P1P4P/8/1P3qP1/R2KR3 b - - 7 27,f2b2 e1f1 f6g6 c7f7,1300,76,90,902,crushing middlegame short,https://lichess.org/OlTabo3p/black#54,,,4
334dx,2r5/2qk1r2/7Q/4Rp2/1p1P3P/2p1P3/p1P2PP1/K7 b - - 0 37,b4b3 h6e6 d7d8 e6e8,1362,92,67,37,endgame fork mate mateIn2 short,https://lichess.org/1v8hklQN/black#74,,,4
UdUw3,4rb1r/p2b1kpp/3p1q2/n1pQ4/8/5N2/PPP2PPP/RN3RK1 b - - 3 17,f6e6 f3g5 f7g8 g5e6,1115,74,97,4732,advantage fork middlegame short,https://lichess.org/8aiPMjl4/black#34,Bishops_Opening Bishops_Opening_Other_variations,,4
uhmVn,2krr3/ppp2ppp/4b3/3q4/3nB3/4Q2P/PPP2PP1/R3NRK1 b - - 2 15,d5e5 e4b7 c8b7 e3e5,1118,76,78,97,advantage discoveredAttack middlegame queensideAttack short,https://lichess.org/S1Eq5vze/black#30,Four_Knights_Game Four_Knights_Game_Other_variations,,4
M2wkL,6k1/pppr1p2/5R1Q/8/P7/1P1q1RPK/4r2P/8 b - - 1 40,d3h7 h6h7 g8h7 f6f7 d7f7 f3f7,1386,76,94,3330,attraction crushing endgame long,https://lichess.org/e2zPp6XB/black#80,,,6
k6W4Q,6k1/pp3pp1/2p3n1/5NRp/5r1P/6K1/PPP3P1/8 b - - 3 32,g8h7 g5h5 h7g8 f5e7 g6e7 g3f4,1147,84,94,335,crushing deflection endgame long,https://lichess.org/qo8syJ8i/black#64,,,6
b4DJE,R1b3r1/5Rpk/p1pB3p/5p2/2PPn3/8/P4KPP/8 w - - 1 40,f2f3 e4g5 f3f2 g5f7,1345,76,100,230,advantage endgame fork short,https://lichess.org/Q5JRPkfy#79,,,4
8dWbm,1r2b1k1/5p1p/2pq4/p1NpbP2/8/1P2Q1P1/P5BP/5R1K b - - 1 27,d5d4 e3g5 e5g7 f5f6,1134,77,84,408,crushing master masterVsMaster middlegame short,https://lichess.org/OTq70dH0/black#54,,,4
JVvwA,2kr2nr/ppp2ppp/4p3/qN6/1nB3P1/3b1N1P/PP1B1P2/R2QK2R w KQ - 0 13,c4d3 b4d3 e1f1 a5b5,1309,75,91,272,opening,https://lichess.org/J49Td70K#25,Zukertort_Opening Zukertort_Opening_Tennison_Gambit,,4
BMww6,r2qkb1r/ppp2pp1/5nbp/4p3/4P1P1/2NP1N1P/PPP1Q3/R1B2RK1 w kq - 0 12,f3e5 d8d4 g1g2 d4e5,1348,77,85,681,advantage fork opening short,https://lichess.org/VkBwpv7y#23,Kings_Gambit Kings_Gambit_Other_variations,,4
8u7KQ,r2q1rk1/1pp1n1b1/3p2pp/P2Ppb2/2P1Q3/5N2/P4PPP/R1B1RBK1 w - - 1 17,e4e2 e5e4 f3d4 g7d4,1229,78,91,5487,advantage master masterVsMaster opening short,https://lichess.org/rGsplGjE#33,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation,,4
ciZUt,r4rk1/1p4pn/2ppq2p/p3pNb1/P2pP1Q1/1P1P2BP/2P2PP1/R4R1K b - - 8 21,h7f6 f5h6 g5h6 g4e6,1055,75,97,6234,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/8xsQIJQL/black#42,,,4
0MTdc,8/8/8/2p3PK/3p4/3k4/1P6/8 b - - 0 49,d3c4 g5g6 d4d3 g6g7 d3d2 g7g8q,1160,199,33,9,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/salsaplT/black#98,,,6
yhWq4,1k1r3r/pp4p1/6p1/1q1p2p1/1R3bP1/2Q4P/PPP2P2/1K1R4 b - - 5 23,h8h3 b4b5 h3c3 b2c3,1379,76,89,83,advantage middlegame short,https://lichess.org/jFezD9io/black#46,,,4
8aOvk,8/8/1k4p1/1P5p/2K4P/8/8/8 b - - 0 42,b6b7 c4c5 g6g5 h4g5 h5h4 g5g6 h4h3 g6g7 h3h2 g7g8q,1222,76,98,375,advancedPawn crushing endgame pawnEndgame promotion veryLong,https://lichess.org/B0itcHr5/black#84,,,10
0upLL,r1b2k2/p1p2B1R/4p3/2p3Nn/3q2PQ/8/PPP4P/R6K w - - 2 23,h4h5 c8b7 g5f3 b7f3,1347,85,64,49,mate mateIn2 middlegame short,https://lichess.org/6S4eGObx#45,,,4
prJeu,5k2/pp1q2bp/2pP2p1/2N2p2/8/1P1Q2P1/P1P2PPK/4r3 b - - 1 22,d7e8 d6d7 e1h1 h2h1 e8e1 h1h2,1165,76,88,305,advancedPawn advantage endgame long,https://lichess.org/Ysew2rX7/black#44,,,6
PPgJU,r4rk1/pp3pp1/1qp1n2p/2b5/2P5/2Q2N2/PB3PPP/R4RK1 b - - 1 20,c5d4 f3d4 b6d4 c3d4 e6d4 b2d4,1088,76,98,1942,crushing long middlegame,https://lichess.org/2MVCop5x/black#40,,,6
cvSAk,5k2/2R1bP1p/6p1/3B4/8/2p3P1/1r5P/7K b - - 1 34,e7d8 c7c8 f8e7 c8d8,1197,75,94,1272,crushing endgame pin short,https://lichess.org/jNNhKqmm/black#68,,,4
YoDhs,r1b2rk1/1p3pp1/1pn5/6q1/4N3/3B1R2/PPP3P1/R2Q2K1 b - - 3 21,g5h5 e4f6 g7f6 f3g3,1216,81,93,4540,crushing middlegame sacrifice short,https://lichess.org/AoH8X8I5/black#42,,,4
o4eQ4,4r1kr/p4ppp/2NR4/6q1/4Q3/7b/P4PPP/3R2K1 b - - 4 26,e8e4 d6d8 g5d8 d1d8 e4e8 d8e8,1145,75,92,226,backRankMate long mate mateIn3 middlegame,https://lichess.org/heYDXyFq/black#52,,,6
pYuqE,r2q1k1r/1b1np1b1/p3p1Q1/1ppn2N1/8/2P1B2P/PP1N1PP1/R3K2R b KQ - 2 15,d8e8 g5e6 f8g8 g6g7,1292,75,96,10037,mate mateIn2 middlegame short,https://lichess.org/VObwPeRV/black#30,Modern_Defense Modern_Defense_Other_variations,,4
T7P3T,3r2k1/p1r1qppp/b3pn2/8/NP1b4/P4QP1/1B3PBP/2R1R1K1 b - - 3 19,a6b7 c1c7 e7c7 f3b7,1490,75,90,555,advantage middlegame short,https://lichess.org/m30tc3e3/black#38,,,4
dZrun,r2qk1nr/ppp1npp1/1b2b2p/1P6/3pP3/3P1NP1/P3NPBP/R1BQK2R w KQkq - 0 12,e2d4 b6d4 f3d4 d8d4,1333,76,93,3100,advantage opening short,https://lichess.org/RCrowTxy#23,Scandinavian_Defense Scandinavian_Defense_Other_variations,,4
Y5nwO,4r3/5kp1/5p2/p4P2/P3N1n1/1P1r4/3PR1K1/7R w - - 0 40,e4d6 d3d6 e2e8 f7e8,1131,93,94,2242,advantage endgame hangingPiece short,https://lichess.org/nnxfEIOi#79,,,4
ncElV,6k1/1B3p2/1B4p1/P1P5/3b4/6P1/r4P2/6K1 b - - 2 35,a2f2 c5c6 d4b6 a5b6,1284,76,97,5766,crushing endgame master short,https://lichess.org/5xiiq6iu/black#70,,,4
lPZeA,r3kb1r/pp1nqppp/3p4/2p1Q3/4PB2/2N5/PPP2PPP/R3K2R w KQkq - 0 11,e5d6 e7d6 f4d6 f8d6,1312,78,83,1039,advantage middlegame short,https://lichess.org/OnZrXOSa#21,Four_Knights_Game Four_Knights_Game_Scotch_Variation_Accepted,,4
FDGcN,r1b2r1k/1p1n2bp/pq1N2p1/5p2/3Pp3/4QPP1/PP1NP1BP/R4RK1 w - - 1 19,d6c4 g7d4 c4b6 d4e3,1220,77,92,626,crushing kingsideAttack middlegame pin short,https://lichess.org/vdwrn221#37,Kings_Indian_Defense Kings_Indian_Defense_Fianchetto_Variation,,4
z8Z1A,r2kr3/4nQ1p/4p3/3pP3/8/2R4P/Pq3PP1/2R3K1 b - - 1 24,a8a2 c3c8 e7c8 f7c7,1475,77,94,2975,mate mateIn2 middlegame sacrifice short,https://lichess.org/mLAoPJgB/black#48,,,4
LKgPm,6rk/Q5pp/7q/8/8/2N4n/PPP3P1/5R1K w - - 0 26,a7c7 h3f2 h1g1 h6h1 g1f2 g8f8,1170,80,93,806,crushing discoveredCheck doubleCheck endgame long sacrifice,https://lichess.org/82xre6oY#51,,,6
axcVd,2r3k1/4b1p1/2p1r3/pp1p4/3PqP2/P1Q1B1P1/5PK1/2R4R w - - 3 37,f2f3 e4e3 c3e3 e6e3,1041,80,81,233,crushing middlegame short,https://lichess.org/4YH0lhdH#73,,,4
4ziOT,rn1q1rk1/pp3pp1/2p1pnbp/8/2B4B/3P1NP1/PPP3PP/R2Q1RK1 w - - 2 12,f3e5 d8d4 g1h1 d4e5,1097,104,94,2198,advantage fork opening short,https://lichess.org/q2ESuVSi#23,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack,,4
uZ7lN,1q3r2/8/3p1kpQ/3Bp3/4P3/R7/P4bPK/8 b - - 1 35,f8h8 a3f3 f6e7 f3f7 e7e8 h6h8,1458,76,76,306,endgame fork interference long mate mateIn3,https://lichess.org/7BsR8Pwn/black#70,,,6
VwKu6,8/8/8/4kp1p/7P/4K1P1/8/8 b - - 9 59,e5d6 e3f4 d6e6 f4g5,1131,90,94,5115,crushing endgame pawnEndgame short,https://lichess.org/s1b3SmD3/black#118,,,4
VkrKq,2r4k/p5pp/3b1p2/7q/3PpP2/8/PP1B1QPP/R5K1 w - - 0 25,a1c1 c8c1 d2c1 h5d1 f2f1 d1d4,1350,75,90,3130,crushing deflection endgame fork long master,https://lichess.org/ME7XTqRK#49,,,6
AJhQW,2kr4/Bpp3b1/6p1/4p2p/4Nn2/4QN1q/PPP4P/2K3R1 w - - 0 25,f3g5 h3e3 a7e3 f4e2 c1b1 e2g1,1114,78,82,122,advantage fork long middlegame,https://lichess.org/phOafT6O#49,,,6
GMRoG,r1r3k1/4bppp/p1N1p3/3p4/4n3/1P2PKP1/PB3P1P/R1R5 b - - 5 19,e7c5 c1c5 e4c5 c6e7 g8h8 e7c8,1483,76,92,377,crushing fork long master middlegame sacrifice,https://lichess.org/kWuuPId8/black#38,Indian_Defense Indian_Defense_Knights_Variation,,6
Jwdmr,1r3r1k/3Q2bp/p5p1/P1p1N3/4qR2/2B5/1P4PP/2R4K b - - 0 28,e4f4 e5g6 h7g6 d7g7,1450,76,95,4248,mate mateIn2 middlegame short,https://lichess.org/lxYSpZKH/black#56,,,4
JPwtX,r1bq1rk1/1p4p1/p1p2pnB/2b5/P1p1P3/2NP2QP/1PP2PP1/R4RK1 b - - 1 15,g7h6 g3g6 g8h8 g6h6 h8g8 h6g6,1181,76,83,105,crushing exposedKing hangingPiece kingsideAttack long middlegame,https://lichess.org/EaejQID9/black#30,Four_Knights_Game Four_Knights_Game_Italian_Variation,,6
N7KZg,r2qk2r/pb3ppp/1pnb4/1B1p4/8/P3PN2/1P3PPP/R1BQK2R w KQkq - 2 12,d1d5 d6b4 d5d2 b4d2,1245,76,79,65,advantage opening short,https://lichess.org/excDNKfg#23,Benoni_Defense Benoni_Defense_Old_Benoni,,4
JgplP,8/8/1K2kp2/p2r1p1p/5P2/6P1/R6P/8 w - - 0 41,a2a5 d5a5 b6a5 e6d5,1482,77,79,123,crushing defensiveMove endgame rookEndgame short,https://lichess.org/564Pf1BN#81,,,4
HpXuq,6k1/2p1R2p/1p1p1p2/8/2Pn1P2/6P1/r6P/1R4K1 w - - 0 28,e7c7 d4f3 g1f1 f3d2 f1e2 d2b1,1498,76,97,3926,advantage discoveredAttack discoveredCheck endgame fork long,https://lichess.org/3KUfNjmn#55,,,6
49xso,r5k1/1p3ppp/2p5/2P1P3/4n3/r5P1/p1RB3P/R1N3K1 w - - 11 37,c2a2 a3a2 a1a2 a8a2 c1a2 e4d2,1279,76,62,128,advantage capturingDefender long middlegame,https://lichess.org/qeg7mDcr#73,,,6
Nuazy,8/rpkr4/2n1Q1p1/P1Pp3p/3NpPq1/6PK/1R5P/1R6 w - - 7 53,e6g4 h5g4 h3g4 c6d4,1321,76,87,1421,crushing master middlegame short,https://lichess.org/2dct0IDk#105,,,4
JC5hC,r6k/p5pp/1p3q2/1PnQ4/8/1R4R1/7P/6K1 b - - 0 38,c5b3 d5a8 f6d8 a8d8,1234,116,67,15,endgame hangingPiece mate mateIn2 short,https://lichess.org/lkbvxDH2/black#76,,,4
xM7BH,6k1/5p2/b3p1p1/1p1pq1N1/1b6/1N3QPP/5P1K/2r5 b - - 0 32,c1c3 f3f7 g8h8 f7h7,1001,88,90,99,mate mateIn2 middlegame short,https://lichess.org/PFwMtp0j/black#64,,,4
sFpqY,r2qr1k1/pp3ppp/1b3n2/8/1P1N2b1/P1N5/1B2BPPP/R2Q1RK1 b - - 0 14,b6d4 e2g4 f6g4 d1g4,1390,76,56,190,advantage opening short,https://lichess.org/XZaIXVQG/black#28,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense,,4
GHPw6,r7/kp4R1/8/2pB4/pbPp1B2/5P2/1PK5/r7 b - - 3 53,a7a6 d5b7 a6b6 b7a8,1105,79,87,884,crushing endgame fork short,https://lichess.org/ax7FMP4m/black#106,,,4
PmcLT,r4rk1/pp1q4/2pb2pp/8/3PQ2B/7P/P1B2PP1/4R1K1 b - - 0 25,d7f7 c2b3 g8g7 b3f7,1412,76,92,1447,crushing middlegame pin short,https://lichess.org/BsXFBAq1/black#50,,,4
6JqrM,5rk1/1b3pp1/1p3n1p/p2p1Q2/6N1/4P3/Pq3PPP/1B3RK1 b - - 5 25,b7c8 g4f6 g7f6 f5h7,1369,97,85,71,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fkbmFCry/black#50,,,4
jPuYj,2qr4/p4kb1/Q2p1r1p/B2Rp1p1/4P3/2P2P2/PP3P2/1K1R4 w - - 9 34,a5d8 c8a6 d8f6 g7f6,1287,79,56,324,advantage middlegame short,https://lichess.org/gbgJB7DL#67,,,4
lduOL,r5k1/6pp/p1N1pp2/Pqb5/1p6/4PQP1/5P1P/3R2K1 b - - 0 24,b5b7 c6e7 b7e7 f3a8,1234,94,94,2295,crushing deflection discoveredAttack endgame master short skewer,https://lichess.org/IR6XrS9q/black#48,,,4
RT3Vk,5k2/5p2/P1Q1p1pp/2p5/2PbKPP1/r6P/8/8 w - - 0 48,f4f5 a3e3 e4f4 e6e5,1276,76,96,3401,endgame mate mateIn2 short,https://lichess.org/CnAWKq0x#95,,,4
gMakf,r4rk1/1bqp2pp/p3pn2/1p1nN1N1/3P4/2PB4/P1Q2PPP/2R2RK1 b - - 3 18,h7h6 d3h7 f6h7 c2h7,1002,77,94,207,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/nZCj2RQB/black#36,Sicilian_Defense Sicilian_Defense_Wing_Gambit,,4
cWH5A,Q7/1Pb1k2p/3p4/3Pp3/4Pn2/5P2/5BP1/2q2BK1 w - - 3 40,b7b8q f4e2 g1h2 c1h6 f2h4 h6h4,1414,77,93,27838,anastasiaMate long mate mateIn3 middlegame pin,https://lichess.org/lRYJXaRf#79,,,6
pYTY6,3Q1bk1/1q3p1p/5p2/1p4Pn/8/1P3PK1/P6P/2NR4 w - - 2 31,g3g4 f6f5 g4f5 b7f3,1435,74,86,1187,attraction crushing deflection endgame master short,https://lichess.org/xAMzNKJZ#61,,,4
bHxvk,8/8/7p/4k1p1/6P1/3K1p1P/5P2/8 b - - 4 46,e5f4 d3d4 h6h5 g4h5,1388,75,97,2105,crushing endgame pawnEndgame short,https://lichess.org/2hJmUn0E/black#92,,,4
