PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate,n_moves
1Joqm,r3r1k1/1bpp1pp1/p6p/4P3/1p1P3q/1P1Q1P2/P1B5/R1B1R1K1 w - - 0 24,d3f1 h4g3 f1g2 g3e1,1446,75,81,336,crushing deflection kingsideAttack middlegame short,https://lichess.org/NGsd6GzD#47,,,4
PsgtR,7Q/5p2/4pk1p/6p1/3b3r/B4P2/2r2PK1/8 b - - 19 43,f6f5 h8h7 f5f6 h7c2,1306,74,87,540,advantage endgame short skewer,https://lichess.org/8PD7GNJ4/black#86,,,4
fYwCl,3k4/1p1N3p/1pp1Q3/5p2/3P4/2P2K2/r5rP/8 w - - 4 36,d7f6 a2f2 f3e3 f2e2,1451,74,88,303,crushing endgame short,https://lichess.org/z3wcIH91#71,,,4
VejM2,3r1rk1/1np2pp1/1p5p/p2P2qN/1bP5/2Q2P2/PP2BP1P/3R2RK w - - 4 23,f3f4 g5g1 d1g1 b4c3,1437,74,74,436,advantage middlegame short,https://lichess.org/70rvUK0b#45,,,4
Q3a94,8/8/1R6/1b3Nk1/1b4P1/5BK1/1r6/8 w - - 12 65,f5d6 b4e1 g3h3 b5f1,1507,77,98,1703,crushing endgame master short,https://lichess.org/wXp6W1zT#129,,,4
2gwnY,3r4/7p/1kn3p1/2n5/1P1Np3/2P1K1P1/5P1P/R7 b - - 0 34,c6d4 b4c5 b6c5 c3d4,1406,75,100,1485,advantage attraction endgame intermezzo short,https://lichess.org/uT9Z33M7/black#68,,,4
fGvCm,2r4k/p4Qpp/1pbp4/6r1/4PNq1/1BP4R/PP3P1P/4R2K w - - 5 34,b3e6 c6e4 f2f3 e4f3 h3f3 g4f3 f4g2 f3g2,1426,77,94,1280,kingsideAttack mate mateIn4 middlegame veryLong,https://lichess.org/CsBA4AXU#67,,,8
XLx1J,r1bq1b1r/pppnk1p1/2n1p2p/3pP1NQ/3P4/3B4/PPP2PPP/R1B1K2R b KQ - 0 10,d8e8 d3g6 e8g6 h5g6,1529,76,81,178,crushing opening short,https://lichess.org/BRjPqc7A/black#20,French_Defense French_Defense_Tarrasch_Variation,,4
yVpr4,2b2r1k/2Qn1qp1/1p3p1p/r2Pp3/2B1P3/P4N1P/5PP1/R4RK1 w - - 0 22,a3a4 a5c5 c7d6 c5c4,1407,77,94,20428,advantage interference middlegame short,https://lichess.org/JgY4atoT#43,,,4
QLiL6,r3kb1r/1bq2ppp/p3p3/8/P1NP2n1/2n2N1P/3BQPP1/RB3RK1 w kq - 0 17,d2c3 b7f3 e2e6 f7e6,1348,75,93,3674,advantage middlegame short,https://lichess.org/nDVRfuvj#33,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,,4
heDO2,2k4r/ppp2ppp/3r4/4n2q/6n1/3P2B1/PPP1BPP1/R2Q1RK1 w - - 2 16,d3d4 d6h6 e2g4 e5g4 d1g4 h5g4,1331,302,33,11,crushing long master middlegame quietMove,https://lichess.org/FpCizKgM#31,Nimzowitsch_Defense Nimzowitsch_Defense_Declined_Variation,,6
94XJ0,3r2k1/4pp1p/3p1bp1/2pP4/1n2P1B1/2q5/r2B1PPP/1R1RQ1K1 b - - 6 26,c3d4 d2b4 c5b4 d1d4,1519,77,75,278,advantage discoveredAttack middlegame short,https://lichess.org/4emESs9L/black#52,,,4
BNXrj,q3r1k1/1rp2p1p/1p1bp1pP/1Q4B1/PnPP4/5NP1/2P2P2/R3R1K1 w - - 1 28,e1e2 c7c6 b5e5 d6e5,1421,76,93,998,advantage master middlegame short trappedPiece,https://lichess.org/tw0yYKhD#55,,,4
Y3yPz,8/p7/1p1K4/2p5/2P1pk2/1PBn4/P7/8 b - - 1 43,d3c1 c3d2 f4f3 d2c1,1571,75,73,386,crushing endgame fork master short,https://lichess.org/de4VDu4k/black#86,,,4
A3gFv,2q2b1r/r1p2k2/pp1p3p/6p1/P3Rn2/1PN2P2/1BPQ1P1P/3R2K1 b - - 2 21,c8h3 e4f4 g5f4 d2f4 f7e8 d1e1,1385,86,100,80,middlegame,https://lichess.org/wp6evCCp/black#42,,,6
vuONR,8/6P1/3pk3/1R2p3/4P3/8/p3K3/5r2 b - - 2 45,a2a1q g7g8q e6f6 g8f8 f6g5 f8f1,1414,74,96,1257,advancedPawn crushing endgame long promotion,https://lichess.org/SZPMo0zB/black#90,,,6
O6T0e,r1b1k2r/p1nqpp1p/2pp2p1/B3b3/2P5/2N1Q3/PP3PPP/3RKB1R b Kkq - 3 13,e8g8 e3e5 d6e5 d1d7 c8d7 a5c7,1597,77,87,1042,advantage capturingDefender long opening,https://lichess.org/raXe005g/black#26,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon,,6
G9wfj,rnbqk2r/5ppp/p2b4/1p1p4/3P4/1B1QBN2/PP3PPP/R3K2R w KQkq - 0 14,b3d5 d6b4 e3d2 b4d2 e1d2 d8d5,1427,77,94,4522,advantage long middlegame,https://lichess.org/GWX7L4y8#27,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation,,6
ykVrk,rn1qkb1r/pp3pp1/2p1bn1p/4N3/2B1P3/3P4/PPP3PP/RNBQK2R w KQkq - 1 8,e1g1 d8d4 g1h1 d4e5,1564,77,76,48,advantage fork opening short,https://lichess.org/2qfHftDt#15,Bishops_Opening Bishops_Opening_Berlin_Defense,,4
1HWtA,2rr2k1/1p2bpp1/2p1p2B/p2qP3/Pn1PN3/2R2PPP/1P1Q2K1/3R4 b - - 0 28,g7h6 d2h6 d5e4 f3e4,1405,75,93,2979,crushing master middlegame short,https://lichess.org/4r5dYccp/black#56,,,4
Q4Cw8,3r1rk1/1b3ppp/p5q1/2p5/PpB5/1Pb1PN2/4QPPP/3R1RK1 w - - 8 23,c4d3 b7f3 e2f3 d8d3,1537,74,90,352,advantage middlegame pin short,https://lichess.org/Xle06cUV#45,,,4
Q6Klr,6k1/p5p1/7p/b1P5/8/3Q3P/r7/4K3 w - - 1 40,e1d1 a2d2 d3d2 a5d2,1345,76,94,1135,crushing endgame fork short,https://lichess.org/9smTjKQx#79,,,4
xfH9w,2k2b1r/pp3p1p/1np5/3rp1Rq/5B2/4Q3/PPP1NP2/2K3R1 b - - 1 21,e5f4 e3e8 d5d8 e8d8,1507,75,91,1993,advantage middlegame queensideAttack short,https://lichess.org/2RnrSKqD/black#42,,,4
XxnnM,r3r1k1/4q1p1/p1p2pnp/2Ppn3/3Q1N2/P3P3/1B3PP1/2R1R1K1 b - - 2 28,g6f4 e3f4 e5f3 g2f3 e7e1 c1e1,1345,91,50,55,advantage long middlegame,https://lichess.org/E4XZg1L9/black#56,,,6
wToPB,r6k/2p4p/1pn5/5pp1/3P4/2NQP3/PPBB2qr/3K1R2 w - - 2 29,d1c1 c6b4 f1d1 b4d3,1574,76,92,4041,crushing middlegame queensideAttack short,https://lichess.org/Fkev2A8u#57,,,4
sajxF,3r3k/pp3pp1/7p/2bNr3/8/P4P2/1P3P2/R1BR2K1 w - - 1 25,d5c3 d8d1 c3d1 e5e1 g1g2 e1d1,1442,78,94,5910,middlegame,https://lichess.org/MacVCz3B#49,,,6
kfUIH,6k1/p1p2pp1/3b3p/8/3P1Pq1/1P6/P2B3P/4Q2K b - - 3 27,d6f4 e1e8 g8h7 e8e4 f7f5 e4f4 g4d1 h1g2,1493,74,95,12771,advantage defensiveMove endgame veryLong,https://lichess.org/UJij3IQq/black#54,,,8
Lev1L,3r4/p3p1k1/1p2P2p/4bPp1/8/4B2P/P1R2PK1/8 w - - 3 33,c2d2 d8d2 e3d2 g7f6,1401,74,85,372,advantage endgame short,https://lichess.org/ck3jKljN#65,,,4
HKAbM,1r3bk1/2q2ppp/n1Bp4/p6r/2PN4/P3P1Pb/1BQP1R1P/R5K1 w - - 5 21,c6d5 h5d5 c4d5 c7c2 d4c2 b8b2,1359,75,95,2988,advantage capturingDefender long middlegame,https://lichess.org/SeptJBeT#41,,,6
8lGNI,8/6R1/2p5/1pkp4/8/r1P5/1K6/8 b - - 4 55,b5b4 c3b4 c5b4 g7b7 b4a4 b7a7,1381,77,84,824,attraction crushing endgame long rookEndgame,https://lichess.org/C42d884J/black#110,,,6
r3Dym,2b2k2/8/p2p1q2/1p1P4/2p5/N1n1QB2/P1P2K2/6R1 w - - 2 46,e3g5 c3e4 f2e3 e4g5,1316,78,93,530,crushing middlegame pin short,https://lichess.org/0WhzAktk#91,,,4
NOc3a,8/2k3p1/p1r2p1p/2pKpP1P/2P3P1/5P2/R7/8 b - - 3 53,c7b6 a2a6 b6a6 d5c6,1360,77,93,1388,crushing deflection endgame master rookEndgame short,https://lichess.org/vvNV42xe/black#106,,,4
Zzt8L,6rr/2p1k3/p1nq1n2/1p2p3/3pPp1P/1B1P1Q2/P1P1K3/R3B2R b - - 2 23,f6h5 b3g8 h5g3 e1g3,1532,74,89,525,crushing middlegame short,https://lichess.org/gT16eHvj/black#46,,,4
SM54M,8/5p1p/5K1P/B2k1P2/b3p3/8/8/8 b - - 0 44,e4e3 f6f7 d5e4 f5f6,1361,78,96,1618,bishopEndgame crushing endgame master short,https://lichess.org/93tcygU4/black#88,,,4
3FqkM,r1b1k2r/2qpnppp/4p3/8/pp2P3/2P2Q2/PPB1NPPb/R1B1RK2 b kq - 1 16,h2d6 e4e5 d6e5 f3a8,1518,77,92,7409,advantage discoveredAttack opening short,https://lichess.org/T32I4SDi/black#32,Sicilian_Defense Sicilian_Defense_Old_Sicilian,,4
XRk2V,r1bqrn2/pp3Qpk/2p4b/3pNP2/3P2P1/2N1P2R/PP5P/R5K1 b - - 0 19,e8e7 h3h6 h7h6 f7h5,1438,78,94,13453,attraction mate mateIn2 middlegame pin sacrifice short,https://lichess.org/KR7iX07q/black#38,,,4
wCmnT,4b1k1/6p1/4pp1p/7q/3PQ2P/4NRK1/1R3PP1/6rr b - - 5 45,g7g5 e4e6 e8f7 b2b8,1400,76,94,1801,advantage middlegame short,https://lichess.org/S9Iivo1V/black#90,,,4
EKO23,rn3rk1/p2pppbp/b5p1/q1pP4/2B1P3/3Q1P2/PP2N1PP/R1B2RK1 w - - 3 13,c1d2 a6c4 d3c4 a5d2,1364,75,94,12851,crushing middlegame short,https://lichess.org/fAWPBRX1#25,Vulture_Defense Vulture_Defense_Other_variations,,4
MRuUS,8/7p/1k2Q1p1/4K3/6P1/7P/8/3q4 b - - 8 50,b6b5 e6d5 d1d5 e5d5,1534,77,81,160,crushing endgame master queenEndgame short,https://lichess.org/MjbQOP0D/black#100,,,4
Fhn1m,r4r1k/pp2n1p1/8/3P1p2/3PB1b1/q4N2/P4PPP/2RQ1RK1 w - - 2 19,h2h3 f5e4 h3g4 e4f3,1332,139,47,15,advantage hangingPiece middlegame short,https://lichess.org/RCi4j7x7#37,,,4
Lqdt9,1r4k1/4rpp1/p2b1q1p/1p1P1b2/2p5/P4N1P/1P1Q1PP1/2BRR1K1 b - - 1 23,f5h3 e1e7 f6e7 g2h3,1571,75,54,224,advantage intermezzo middlegame short,https://lichess.org/e1NTA3Hh/black#46,,,4
BQDLF,1k1r3r/pPB2ppp/5n2/2b5/8/q1N1QNPP/2P2K2/4R2R b - - 0 20,b8c7 c3b5 c7b7 b5a3,1362,74,100,415,advantage fork master middlegame short,https://lichess.org/E9n89qoF/black#40,,,4
bqzH1,r4r2/ppp5/2nk1p1p/4P3/4q3/2P4P/PP4P1/R2Q1R1K b - - 0 23,d6e7 e5f6 f8f6 f1e1 e4e1 d1e1,1493,72,95,34306,advantage long middlegame pin,https://lichess.org/Gmosc5bg/black#46,,,6
yTBdu,r1b3k1/pppp2pp/1b3r2/8/3PP2q/5Q2/PPP2PP1/RNB2RK1 w - - 0 13,f3g3 h4g3 f2g3 b6d4,1477,75,73,753,crushing kingsideAttack middlegame short,https://lichess.org/IWCZVFyI#25,Italian_Game Italian_Game_Giuoco_Piano,,4
ITgch,4k2r/1q3pp1/2b1p2p/1p2B3/1Q6/8/PP2BPPP/6K1 b k - 3 25,c6g2 e2b5 g2c6 b5c6 b7c6 b4b8 e8e7 b8h8 c6c1 g1g2 c1g5 e5g3,1437,77,94,2243,clearance crushing defensiveMove endgame skewer veryLong,https://lichess.org/ZOudRZu9/black#50,,,12
wMCUR,2br4/pp2kppp/5nq1/4p3/2P1Pn2/1PN2B2/P3Q1PP/3R1RK1 w - - 1 21,e2f2 f4h3 g1h1 h3f2,1532,75,89,143,crushing kingsideAttack middlegame pin short,https://lichess.org/XH88s09X#41,,,4
qMxHI,8/8/4R1p1/1p6/4K2P/2k5/1r6/8 w - - 0 59,e6g6 b2b4 e4e3 b4h4,1508,76,95,1862,crushing endgame rookEndgame short skewer,https://lichess.org/65aGJxpr#117,,,4
OpfUI,rnbq1rk1/pp4pp/3bpn2/3p1p2/3P4/1P1BPN2/P1Q2PPP/RNB1K2R w KQ - 0 9,c1a3 d6a3 b1a3 d8a5 c2d2 a5a3,1558,79,94,2055,advantage fork long opening,https://lichess.org/LotmNxBK#17,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,,6
ZNnzA,8/1r5k/p2p2r1/1p1Nb3/2p5/6P1/PPPB3P/2K1R3 b - - 0 29,g6g4 e1e5 d6e5 d5f6 h7g6 f6g4,1409,76,85,245,advantage endgame exposedKing fork long sacrifice,https://lichess.org/ef8URxsi/black#58,,,6
4jZJ0,3r1rk1/pbp2pbp/1p4pB/q7/1nP5/3p1N1P/PP3PP1/R1QB1RK1 b - - 1 17,a5h5 h6g7 g8g7 c1c3 g7g8 c3b4,1445,77,93,3824,advantage attraction fork long middlegame,https://lichess.org/DEdN9iGx/black#34,Owen_Defense Owen_Defense_Other_variations,,6
MeZir,r2q1rk1/p1p2ppp/2p5/2b2b2/2Pp1B2/1B6/PP1Q1PPP/R3R1K1 b - - 0 14,d4d3 e1e5 c5d4 e5f5,1479,77,93,2204,advantage fork middlegame short,https://lichess.org/H5gAW58F/black#28,Italian_Game Italian_Game_Scotch_Gambit,,4
bQn2F,8/2p5/1k2p3/3b4/R2P4/P1KN1r2/7R/1r6 w - - 9 37,a4b4 b1b4 a3b4 d5e4,1538,75,86,448,advantage endgame pin short,https://lichess.org/SVjvIvyp#73,,,4
q1xCC,4rr1k/4n3/ppb1Pq2/2p2pp1/P1P5/1P3R2/2B2QPB/4R2K b - - 1 41,c6f3 h2e5 f6e5 e1e5,1590,75,90,73,advantage middlegame pin short,https://lichess.org/7xE5CcIi/black#82,,,4
YNeW2,r2q1rk1/p4ppp/1p6/2pp4/3n4/1P3BP1/PQ2PP1P/2RR2K1 w - - 0 17,f3d5 d8d5 e2e3 d4f3,1375,75,76,214,advantage hangingPiece master middlegame short,https://lichess.org/QhjGrVq7#33,English_Opening English_Opening_Agincourt_Defense,,4
8V7kt,5r1k/6rp/p5p1/1pQ5/2P2p1P/N5q1/P5P1/4R1K1 b - - 5 33,f8f7 e1e8 g7g8 c5e5 f7g7 e8g8 h8g8 e5e8,1430,76,95,19542,attraction endgame mate mateIn4 pin veryLong,https://lichess.org/6uh1R5Nf/black#66,,,8
HD8aj,3r2k1/pp3pp1/7p/2pq1n2/8/P1PP3Q/1P1B1PPK/4R3 b - - 1 22,d5d3 e1e8 g8h7 e8d8 d3d8 h3f5,1596,78,94,1325,advantage endgame long,https://lichess.org/J4IeKuRf/black#44,,,6
zMwKk,8/p7/4p3/3k2Q1/8/4p3/P2q2PP/5K2 b - - 0 42,d5d6 g5d8 d6e5 d8d2 e3d2 f1e2 d2d1q e2d1,1358,77,88,78,crushing endgame queenEndgame veryLong,https://lichess.org/7ywj1PRM/black#84,,,8
d4REW,4Rbk1/1R3p2/2p2Ppp/2pp4/r1n2N1P/q4P2/P1PQ1BP1/6K1 b - - 0 29,c4d2 e8f8 g8f8 b7b8,1572,81,67,97,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/cnYQvHLN/black#58,,,4
xwMhv,r1b1kb1N/4p1pp/p1n2n2/6q1/2p5/3PR3/2P2PPP/2BQ1RK1 b q - 0 16,c4d3 e3e7 f8e7 c1g5,1452,75,86,614,advantage discoveredAttack opening short,https://lichess.org/x2KWCs4U/black#32,Sicilian_Defense Sicilian_Defense_Mengarini_Variation,,4
174Y5,8/6p1/p2r3p/5p1k/P6P/1P1RKP2/8/8 b - - 0 40,d6d3 e3d3 h5h4 b3b4,1574,81,83,33,crushing defensiveMove endgame short,https://lichess.org/Lvl5L4OO/black#80,,,4
DOLoc,r3k2r/pp3ppp/2nppnq1/8/8/2NP1Q1P/PPP2PP1/2KR1B1R w kq - 1 12,c3b5 g6g5 f3e3 g5b5,1423,75,96,21194,crushing fork middlegame short,https://lichess.org/8ywdr1hY#23,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,,4
GPSFj,8/1pp2p1k/1p1p4/2nPp2p/4Pp1q/2P2Prb/PPB3P1/3R1QRK w - - 0 32,g2h3 g3h3 f1h3 h4h3,1335,77,77,378,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/flhSVlsN#63,,,4
Rd6OP,8/8/8/2K1kp1p/4p2P/6P1/5P2/8 b - - 2 54,e4e3 f2e3 e5e4 c5d6,1350,86,52,80,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/9noVAEJl/black#108,,,4
gh4H8,r3r1k1/1b3p1p/p1p2p2/q1bp4/P7/2N2N1P/1PP2PP1/R2QR1K1 w - - 0 16,f3d4 e8e1 d1e1 c5d4 c3e2 a5e1,1370,76,94,17435,advantage kingsideAttack long middlegame,https://lichess.org/v8YXwA8B#31,Sicilian_Defense Sicilian_Defense_French_Variation,,6
DauSm,r2qr1k1/p4pbp/1pnP2p1/2B5/5P2/2NB4/PPP2QPP/3R2K1 w - - 0 19,c5a3 g7d4 f2d4 c6d4,1354,75,93,1295,advantage middlegame pin short,https://lichess.org/TrRT0B07#37,,,4
VfGlN,5r2/5p2/p2r2k1/1p1p4/4bRPN/1BP3K1/PP6/8 b - - 7 42,g6g7 f4e4 d5e4 h4f5 g7f6 f5d6,1530,76,90,2091,crushing endgame fork long sacrifice,https://lichess.org/BCu7sAqf/black#84,,,6
fdfDi,r1b2rk1/p1p3bp/2p1p1p1/5p2/1nB5/2P2N2/PP3PPP/R2N1RK1 b - - 0 19,c8a6 c4e6 g8h8 c3b4 a6f1 g1f1,1460,75,84,1190,advantage long middlegame,https://lichess.org/QkGnrtFJ/black#38,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,,6
GM9Gd,2n2rk1/1p3p2/p3p1p1/2RpP3/qP3P1p/P4BnP/5QPK/3R4 w - - 2 29,f2e3 a4d1 f3d1 g3f1 h2g1 f1e3,1467,75,81,186,crushing fork long master masterVsMaster middlegame sacrifice,https://lichess.org/GpnDlT4S#57,,,6
ZByi5,8/5P1p/7P/1pk1R3/pp4K1/1P6/5r2/8 b - - 2 53,c5b6 e5f5 f2f5 g4f5 a4b3 f7f8q,1402,74,94,20893,advancedPawn crushing endgame long master promotion rookEndgame,https://lichess.org/hFdmwb1a/black#106,,,6
fDnAt,r2q1r2/4n2Q/2nb1kp1/1p3p2/1PpPp3/p1P1P3/P2N1P2/BBKR2R1 w - - 4 24,b1e4 f8h8 h7h8 d8h8,1492,75,91,2766,crushing master middlegame short trappedPiece,https://lichess.org/fOPvMf4L#47,,,4
VhqIy,r5rk/5p1p/pqbp1PpQ/8/1p2P3/3p1R2/PPPN2KP/R7 b - - 3 24,b6d4 h6h7 h8h7 f3h3,1520,82,93,329,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/2y9zMqhP/black#48,,,4
h6Qgl,r4r2/1R1R1pkq/5bpp/4p3/4Q1P1/2P4P/PK6/8 b - - 0 36,g6g5 d7f7 f8f7 b7f7 g7f7 e4h7,1398,75,97,1844,advantage attraction long middlegame,https://lichess.org/SRdbQgKF/black#72,,,6
pBKdE,r2qkb1r/pp3ppp/5n2/2p1N3/3p2b1/P5N1/BPPP1PPP/R1BQK2R b KQkq - 0 10,g4d1 a2f7 e8e7 g3f5,1405,76,87,745,attackingF2F7 mate mateIn2 opening short,https://lichess.org/lH9yoqgM/black#20,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,,4
MNMZE,r5k1/pbp3p1/4pr2/1P3p1Q/2BP2n1/2P1PP2/3qNKP1/2R4R w - - 10 26,f3g4 f5g4 f2g3 d2e3,1426,74,88,1564,crushing discoveredAttack discoveredCheck middlegame short,https://lichess.org/DTIaX6wR#51,,,4
uZpY2,1r2n1k1/p4rp1/2p1p1Np/q1PpPp1Q/3P4/4P2R/P5PP/5RK1 w - - 4 29,g2g4 f5g4 g6e7 f7e7,1402,74,76,219,advantage middlegame short,https://lichess.org/vhfegf3K#57,,,4
WjHB2,r1b1k1nr/p1p2ppp/1pn1p3/1N6/1P1P4/5N2/4PPPP/q1BQKB1R b Kkq - 1 9,a7a6 b5c7 e8f8 c7a8,1339,214,0,4,advantage fork opening short,https://lichess.org/o8DVx7cL/black#18,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense,,4
TCTDm,5rk1/1pR3p1/6rp/P2bp3/Q7/3P1PPq/7P/4NRK1 b - - 0 30,g6g3 h2g3 h3g3 e1g2,1521,77,82,180,advantage middlegame short,https://lichess.org/x7CxoVki/black#60,,,4
X7R2q,kr6/p1p2Q2/2n5/1qNp4/3P4/PP3PP1/2P2P2/1K6 b - - 0 27,c6d4 f7d5 b5c6 d5d4,1390,81,94,2716,crushing endgame fork short,https://lichess.org/C5TsI6uW/black#54,,,4
8Vxjw,r1b1r1k1/pp3pp1/5n1p/q1npNB2/3P1P2/4P3/PPQ3PP/R3R1K1 w - - 0 19,c2c5 a5c5 d4c5 c8f5,1337,87,90,231,advantage master middlegame short,https://lichess.org/Rqlt2SXX#37,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation,,4
TLBwh,3q4/1Q4R1/2pkp3/3p4/K2P4/2P5/P1Bn1r2/8 b - - 2 39,d2c4 b7b4 c6c5 b4c5,1407,74,82,811,endgame mate mateIn2 short,https://lichess.org/E8sONwa3/black#78,,,4
GcR5K,5r2/1pp5/p2pk3/4p3/1PP3p1/3PN3/P3K2r/R4R2 w - - 0 36,e2d1 f8f1 e3f1 h2h1 d1c2 g4g3 f1g3 h1a1,1425,75,96,17053,crushing endgame pin veryLong,https://lichess.org/c3Q5tcV3#71,,,8
1BLsg,2Rn2k1/p4ppp/1p3b2/5p2/3r4/BP4P1/P4P1P/4NK2 b - - 3 32,g7g5 a3b2 d4d6 b2f6 d6f6 c8d8,1427,73,95,25284,capturingDefender crushing endgame long,https://lichess.org/1pm3bbyW/black#64,,,6
sj2ZH,2kr3r/1pp2pp1/2np3p/3Np1q1/p1P1P1P1/P2P1BQ1/1P5P/1K1R4 b - - 4 20,c6d4 h2h4 g5g6 d5e7 c8b8 e7g6,1458,75,97,5464,advantage fork long middlegame,https://lichess.org/qoEnoKzP/black#40,,,6
mUGIu,r2k2nr/5pp1/pNnp1bq1/1p2p3/4P2p/1B1P2PQ/PPP2P1P/R5K1 b - - 0 17,a8a7 h3c8 d8e7 b6d5,1375,76,86,294,fork mate mateIn2 middlegame short,https://lichess.org/D6o5Ibjs/black#34,Kings_Pawn_Game Kings_Pawn_Game_McConnell_Defense,,4
zSsy9,6k1/pp3p1p/6p1/5p1P/3P4/P1Pr2r1/1P1K1RP1/7R w - - 5 27,d2e2 g3e3 e2f1 d3d1,1323,112,76,16,endgame mate mateIn2 rookEndgame short,https://lichess.org/hUql01X6#53,,,4
gLJ07,8/ppk4p/3q4/1Q2nRp1/3pP3/P2P2P1/1P2r2P/6K1 b - - 4 29,e5c6 f5f7 c7d8 b5g5,1533,76,87,167,advantage discoveredAttack endgame short,https://lichess.org/D0UTTVTD/black#58,,,4
ErysM,1r5k/2P3p1/1P2rp1p/P7/8/5P1P/7K/8 b - - 0 39,b8f8 b6b7 e6e8 a5a6,1548,80,83,36,advancedPawn advantage endgame rookEndgame short,https://lichess.org/yb2OlRJp/black#78,,,4
bdeym,r2qkb1r/pp2pppb/2p5/2Np4/3P1BB1/1QP1PP1P/Pn6/R3K2R b KQkq - 1 19,b2d3 c5d3 h7d3 b3b7,1436,77,94,2696,advantage middlegame short,https://lichess.org/TEd0KoK3/black#38,Queens_Pawn_Game Queens_Pawn_Game_Mason_Variation,,4
GkgvV,8/5p1p/3kP1p1/2p5/p1P2P2/7P/PK3P2/8 b - - 0 36,d6e6 b2a3 e6f5 a3a4 f5f4 a4b5,1443,75,95,2653,crushing endgame long pawnEndgame,https://lichess.org/2PptfZfk/black#72,,,6
329kL,rnb2q1k/6p1/2pb4/2Ppp1PB/pp1P3P/5N2/PPQ2P2/1K4RR w - - 0 29,c5d6 c8f5 f3e5 f5c2,1304,75,83,805,advantage middlegame pin short,https://lichess.org/BkBdfKZj#57,,,4
tvA5Y,r6r/p2k1ppp/q3p3/3pPn2/1B6/8/P3BPPP/3Q1RK1 b - - 1 17,a6b6 d1a4 b6c6 e2b5 f5d4 b5c6,1338,79,50,78,crushing long middlegame pin,https://lichess.org/kNelkVD9/black#34,French_Defense French_Defense_Advance_Variation,,6
0fzfu,8/2p5/p5k1/4P2p/5rB1/2P3KP/PP6/8 b - - 2 41,g6g5 h3h4 g5g6 g3f4,1377,75,87,276,crushing deflection endgame master short,https://lichess.org/IoXVt3zC/black#82,,,4
0CRPN,2r5/4k2p/2r1pp2/3p4/5P2/2R1R1P1/1P5P/2K5 w - - 0 25,c1c2 d5d4 c3c6 c8c6 e3c3 d4c3,1418,132,83,22,crushing endgame fork long rookEndgame,https://lichess.org/qrewohTI#49,,,6
xlZaP,2kr4/pp2pp2/2q5/2p5/3b3r/2N3P1/PPP1QP1P/R4RK1 w - - 0 22,g3h4 d8g8 e2g4 g8g4,1408,76,100,1113,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/D10Iu5dw#43,,,4
RHRaS,8/8/k2p1p1p/P2Pp1pP/K2pP1P1/5P2/8/8 w - - 0 45,a4b3 a6a5 b3a3 a5b5,1423,136,75,16,crushing defensiveMove endgame master pawnEndgame short,https://lichess.org/FT7cw4YK#89,,,4
b7fse,5rk1/1p5p/p1p5/2Pp4/1P1Bp1b1/P3P1PP/3b2B1/1R4K1 b - - 0 26,g4e2 b1b2 d2e3 d4e3,1317,82,92,3630,advantage endgame short,https://lichess.org/PXjOjS8g/black#52,,,4
sYSRI,8/8/8/1pk2ppp/p7/PP1K2P1/6PP/8 b - - 1 45,b5b4 a3b4 c5b5 b3a4,1459,76,85,848,crushing endgame pawnEndgame short,https://lichess.org/j5Z0DPU5/black#90,,,4
8OK3v,8/pp2p3/2k3r1/2p5/3n1Q2/8/P4PKP/8 w - - 9 34,g2f1 g6g1 f1g1 d4e2 g1g2 e2f4,1447,79,71,132,attraction crushing endgame fork long sacrifice,https://lichess.org/3FOkWd3u#67,,,6
0LbG2,3r1r2/1b3Nqk/6p1/1p5p/2p2Q2/P2p3P/6P1/3R1R1K b - - 4 31,d8d4 f7g5 h7g8 f4f8 g7f8 f1f8 g8f8 g5e6 f8e7 e6d4,1488,78,92,1336,advantage attraction discoveredAttack fork middlegame veryLong,https://lichess.org/h1w0z45h/black#62,,,10
53TTE,r2qk1nr/p2b1ppp/8/1B1pp3/1b6/2N5/PPPB1PPP/R2QK2R w KQkq - 2 10,c3d5 b4d2 d1d2 d7b5,1380,77,94,9758,advantage opening short,https://lichess.org/yW0eAP83#19,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation,,4
zbAVS,r6r/ppp2kN1/1bb2q1p/3p4/1P1Pp1Q1/P6P/6P1/RNB1R1K1 w - - 1 23,e1f1 b6d4 g1h2 f6f1 g4f5 f1f5,1460,75,89,761,crushing deflection fork long middlegame,https://lichess.org/jZvBwdEC#45,,,6
